,umur,produk,nilai_produk,jumlah_review,tempat_beli,jenis,kategori,tipe_kulit,waktu_pemakaian,penggunaan,kepuasan,warna_kulit,tone_kulit,value
7110,25 - 29,Miraclear Herbal Peeling Serum,4.7,97,Shopee,Peeling,Treatment,Normal,1 week - 1 month,0,5,Medium Light,Neutral,1
7113,19 - 24,C White Night Moisturizer,4.0,8,Instagram,Night Cream,Moisturizer,Oily,1 week - 1 month,1,5,Medium,Neutral,1
7119,19 - 24,C White Lightening Serum,4.8,1440,Instagram,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,1,5,Medium Light,Neutral,1
7124,25 - 29,Anti Acne & Brightening Serum,4.3,23,Shopee,Acne Treatment,Treatment,Combination,3 months - 6 months,0,5,Medium Light,Warm,1
7151,19 - 24,C White Lightening Serum,4.8,190,Brand website,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,0,5,Medium,Neutral,1
7152,19 - 24,Azarine C-White Perfect Radiance Night Moisturizer,4.8,300,Instagram,Night Cream,Moisturizer,Dry,More than 1 year,1,5,Medium Light,Neutral,1
7158,19 - 24,Ultralight Hydraglow Day Cream,5.0,944,Brand website,Day Cream,Moisturizer,Dry,Less than 1 week,1,5,Medium Light,Neutral,1
7165,19 - 24,C White Lightening Serum,5.0,8,Instagram,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Medium Light,Neutral,1
7210,18 and Under,C White Night Moisturizer,5.0,4,JD.id,Night Cream,Moisturizer,Combination,1 month - 3 months,0,5,Light,Neutral,1
7213,25 - 29,C White Lightening Serum,4.7,132,JD.id,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,0,5,Medium Light,Cool,1
7226,25 - 29,Anti Acne & Brightening Serum,4.3,864,Instagram,Acne Treatment,Treatment,Combination,Less than 1 week,0,5,Medium Light,Neutral,1
7239,25 - 29,Ultralight Hydraglow Day Cream,4.9,15,Brand website,Day Cream,Moisturizer,Dry,1 month - 3 months,1,5,Light,Neutral,1
7242,19 - 24,C White Lightening Serum,5.0,75,Instagram,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,1,5,Medium Light,Neutral,1
7245,25 - 29,Anti Acne & Brightening Serum,4.9,642,Instagram,Acne Treatment,Treatment,Combination,Less than 1 week,0,5,Medium Light,Neutral,1
7262,18 and Under,Magic Colour Lip Serum,4.7,74,Shopee,Lip Balm \\u0026 Treatments,Lips,Normal,1 week - 1 month,1,5,Medium,Neutral,1
7270,35 - 39,C White Lightening Serum,4.1,478,FD Flash Sale,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,1,5,Medium Light,Warm,1
7273,19 - 24,Ultralight Hydraglow Day Cream,4.0,287,Shopee,Day Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium Light,Neutral,1
7275,25 - 29,Hydrasoothe Sunscreen Gel SPF 45+++,4.9,692,Instagram,Sun Protection,Moisturizer,Oily,More than 1 year,1,5,Light,Neutral,1
7282,18 and Under,Ultralight Hydraglow Day Cream,3.2,7646,Instagram,Day Cream,Moisturizer,Oily,1 week - 1 month,1,5,Medium,Neutral,1
7283,19 - 24,C White Lightening Serum,4.0,286,Instagram,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,1,5,Light,Neutral,1
7287,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.8,33,Shopee,Sun Protection,Moisturizer,Dry,1 week - 1 month,1,5,Medium Dark,Warm,1
7292,25 - 29,Hydrasoothe Sunscreen Gel SPF 45+++,4.1,721,Facebook,Sun Protection,Moisturizer,Combination,1 month - 3 months,1,4,Light,Neutral,1
7311,19 - 24,Anti Acne & Brightening Serum,4.9,537,Lazada,Acne Treatment,Treatment,Oily,1 week - 1 month,1,3,Medium Light,Neutral,0
7327,18 and Under,C White Lightening Serum,4.1,1743,Instagram,Serum \\u0026 Essence,Treatment,Oily,6 months - 1 year,0,5,Medium,Neutral,1
7331,18 and Under,Miraclear Herbal Peeling Serum,4.3,734,Shopee,Peeling,Treatment,Combination,3 months - 6 months,0,5,Medium Light,Warm,1
7340,19 - 24,C White Lightening Serum,4.6,42,FD Try and Review,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Medium,Warm,1
7362,19 - 24,Ultralight Hydraglow Day Cream,4.9,432,Instagram,Day Cream,Moisturizer,Normal,1 week - 1 month,1,5,Medium,Neutral,1
7363,19 - 24,C White Lightening Serum,4.9,690,Instagram,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,1,5,Medium Light,Neutral,1
7368,25 - 29,C White Night Moisturizer,3.7,78,Shopee,Night Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium Light,Warm,1
7370,25 - 29,C White Lightening Serum,4.3,201,Shopee,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium Light,Warm,1
7375,25 - 29,Anti Acne & Brightening Serum,5.0,65,Brand website,Acne Treatment,Treatment,Combination,1 month - 3 months,1,5,Medium Light,Warm,1
7387,19 - 24,Azarine C-White Perfect Radiance Night Moisturizer,3.9,51,Instagram,Night Cream,Moisturizer,Normal,1 week - 1 month,0,5,Medium Dark,Warm,1
7392,19 - 24,C White Lightening Serum,4.2,128,Shopee,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Light,Cool,1
7395,19 - 24,C White Lightening Serum,4.9,176,Instagram,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,0,5,Light,Cool,1
7408,19 - 24,Ultralight Hydraglow Day Cream,4.8,31,Instagram,Day Cream,Moisturizer,Combination,1 week - 1 month,1,5,Medium,Warm,1
7411,18 and Under,C White Lightening Serum,4.8,3449,Instagram,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium,Warm,1
7432,19 - 24,C White Lightening Serum,4.7,73,Beauty Studio,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,0,5,Medium Light,Neutral,1
7433,25 - 29,C White Lightening Serum,5.0,849,shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Light,Neutral,1
7435,18 and Under,Azarine C-White Perfect Radiance Night Moisturizer,5.0,940,Instagram,Night Cream,Moisturizer,Combination,1 week - 1 month,1,5,Light,Cool,1
7439,18 and Under,Azarine C-White Perfect Radiance Night Moisturizer,3.5,975,shopee,Night Cream,Moisturizer,Combination,1 week - 1 month,1,5,Medium,Neutral,1
7446,18 and Under,Ultralight Hydraglow Day Cream,4.4,83,FD Flash Sale,Day Cream,Moisturizer,Combination,1 week - 1 month,0,5,Light,Neutral,1
7450,18 and Under,C White Lightening Serum,3.3,791,FD Try and Review,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium Light,Neutral,1
7471,35 - 39,Hydrasoothe Sunscreen Gel SPF 45+++,4.4,609,Shopee,Sun Protection,Moisturizer,Normal,3 months - 6 months,1,5,Medium Light,Neutral,1
7472,30 - 34,Ultralight Hydraglow Day Cream,4.6,30,Shopee,Day Cream,Moisturizer,Dry,1 week - 1 month,0,5,Light,Neutral,1
7485,18 and Under,Azarine C-White Perfect Radiance Night Moisturizer,5.0,51,Shopee,Night Cream,Moisturizer,Combination,More than 1 year,0,5,Medium Light,Warm,1
7490,19 - 24,C White Lightening Serum,4.1,29,Shopee,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,0,5,Medium,Neutral,1
7499,19 - 24,C White Lightening Serum,4.1,70,Shopee,Serum \\u0026 Essence,Treatment,Dry,More than 1 year,0,5,Light,Neutral,1
7523,25 - 29,C White Lightening Serum,4.3,2291,PR Package,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,0,4,Medium Light,Warm,1
7531,19 - 24,Pore Tightening & Oil Control Moist Serum,4.0,32,Shopee,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium,Neutral,1
7541,25 - 29,Acne Gentle Cleansing Foam,4.4,530,Shopee,Facial Wash,Cleanser,Normal,1 week - 1 month,1,4,Medium,Warm,1
7545,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.1,127,shope,Sun Protection,Moisturizer,Combination,Less than 1 week,0,5,Medium Light,Warm,1
7559,19 - 24,Miraclear Herbal Peeling Serum,3.8,1032,Instagram,Peeling,Treatment,Oily,1 week - 1 month,1,5,Medium Light,Neutral,1
7561,19 - 24,Black Head Remover Mask,5.0,66,Instagram,Nose Pack,Mask,Dry,Less than 1 week,1,5,Medium,Neutral,1
7562,19 - 24,Ultralight Hydraglow Day Cream,4.3,73,Instagram,Day Cream,Moisturizer,Dry,Less than 1 week,1,5,Medium,Neutral,1
7563,19 - 24,C White Lightening Serum,4.4,49,Instagram,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium,Warm,1
7566,19 - 24,Azarine C-White Perfect Radiance Night Moisturizer,4.5,569,Instagram,Night Cream,Moisturizer,Combination,1 week - 1 month,1,5,Medium,Warm,1
7568,19 - 24,C White Lightening Serum,4.3,1542,Instagram,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium,Warm,1
7599,25 - 29,Ultralight Hydraglow Day Cream,2.0,1,Instagram,Day Cream,Moisturizer,Oily,1 week - 1 month,0,5,Medium Dark,Neutral,1
7603,19 - 24,C White Lightening Serum,3.6,357,Instagram,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,0,5,Medium,Neutral,1
7610,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,5.0,63,Shopee,Sun Protection,Moisturizer,Oily,1 month - 3 months,0,4,Medium Light,Neutral,1
7652,19 - 24,Anti Acne & Brightening Serum,4.0,4688,Shopee,Acne Treatment,Treatment,Combination,Less than 1 week,1,5,Medium Light,Warm,1
7654,30 - 34,Ultralight Hydraglow Day Cream,3.9,31,Shopee,Day Cream,Moisturizer,Dry,1 week - 1 month,0,5,Medium Light,Warm,1
7659,18 and Under,C White Lightening Serum,4.3,18,Shopee,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,0,5,Medium Light,Neutral,1
7660,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.2,171,Instagram,Sun Protection,Moisturizer,Combination,1 week - 1 month,1,5,Medium Light,Warm,1
7684,25 - 29,Ultralight Hydraglow Day Cream,4.9,175,Shopee,Day Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium,Neutral,1
7685,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.0,239,Instagram,Sun Protection,Moisturizer,Oily,1 week - 1 month,1,4,Medium Light,Neutral,1
7694,25 - 29,C White Lightening Serum,5.0,2,Shopee,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,0,5,Medium,Warm,1
7723,19 - 24,Anti Acne & Brightening Serum,3.9,14,XBeauty by Female Daily,Acne Treatment,Treatment,Combination,1 week - 1 month,1,5,Medium Light,Neutral,1
7755,19 - 24,C White Night Moisturizer,5.0,58,FD Try and Review,Night Cream,Moisturizer,Combination,1 week - 1 month,0,5,Medium,Neutral,1
7762,19 - 24,C White Lightening Serum,4.1,8,FD Try and Review,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,0,5,Medium Light,Warm,1
7783,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,5.0,7,Shopee,Sun Protection,Moisturizer,Dry,3 months - 6 months,1,5,Medium Light,Neutral,1
7787,19 - 24,C White Night Moisturizer,5.0,52,Instagram,Night Cream,Moisturizer,Normal,1 week - 1 month,1,5,Medium Light,Warm,1
7792,19 - 24,C White Lightening Serum,4.7,2903,Instagram,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,1,5,Medium Light,Neutral,1
7800,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.8,1435,Shopee,Sun Protection,Moisturizer,Oily,3 months - 6 months,1,5,Medium,Neutral,1
7850,25 - 29,Azarine C-White Perfect Radiance Night Moisturizer,5.0,43,Instagram,Night Cream,Moisturizer,Combination,1 week - 1 month,1,5,Medium,Warm,1
7863,19 - 24,Ultralight Hydraglow Day Cream,5.0,3,Tokopedia,Day Cream,Moisturizer,Normal,1 month - 3 months,0,5,Medium Light,Neutral,1
7866,19 - 24,Ultralight Hydraglow Day Cream,5.0,6,Shopee,Day Cream,Moisturizer,Oily,Less than 1 week,1,5,Medium Light,Neutral,1
7870,25 - 29,C White Lightening Serum,4.8,1398,Shopee,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,0,5,Medium,Neutral,1
7873,25 - 29,C White Lightening Serum,4.7,67,Tokopedia,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,0,5,Medium Light,Warm,1
7878,30 - 34,Hydrasoothe Sunscreen Gel SPF 45+++,4.6,7,FD Flash Sale,Sun Protection,Moisturizer,Oily,Less than 1 week,1,5,Medium,Neutral,1
7880,30 - 34,C White Lightening Serum,4.3,91,Instagram,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,1,5,Medium Light,Neutral,1
7889,25 - 29,C White Night Moisturizer,4.5,63,Tokopedia,Night Cream,Moisturizer,Normal,Less than 1 week,1,5,Medium,Neutral,1
7890,25 - 29,C White Lightening Serum,4.3,3313,Tokopedia,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Medium,Cool,1
7896,18 and Under,Oil Free Brightening Daily Moisturizer,3.9,20141,sh,Lotion \\u0026 Emulsion,Moisturizer,Combination,Less than 1 week,1,5,Medium Dark,Warm,1
7898,19 - 24,C White Lightening Serum,4.4,430,Instagram,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Medium Dark,Warm,1
7910,25 - 29,Pore Tightening & Oil Control Moist Serum,4.5,65,Whatsapp,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium Dark,Warm,1
7912,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.4,53,Shopee,Sun Protection,Moisturizer,Combination,1 week - 1 month,1,4,Medium Light,Cool,1
7914,25 - 29,C White Lightening Serum,4.6,1948,Brand website,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,1,5,Medium,Warm,1
7920,25 - 29,Azarine C-White Perfect Radiance Night Moisturizer,4.4,4443,Brand website,Night Cream,Moisturizer,Dry,Less than 1 week,1,5,Medium,Warm,1
7925,19 - 24,Oil Free Brightening Daily Moisturizer,5.0,61,Shopee,Lotion \\u0026 Emulsion,Moisturizer,Combination,1 month - 3 months,1,4,Medium Light,Neutral,1
7939,30 - 34,Ultralight Hydraglow Day Cream,4.1,7,Instagram,Day Cream,Moisturizer,Combination,Less than 1 week,1,5,Medium Light,Neutral,1
7948,30 - 34,Azarine C-White Perfect Radiance Night Moisturizer,5.0,846,Shopee,Night Cream,Moisturizer,Dry,1 month - 3 months,1,4,Medium,Neutral,1
7970,19 - 24,Anti Acne & Brightening Serum,4.6,2229,Instagram,Acne Treatment,Treatment,Oily,1 week - 1 month,1,5,Medium,Warm,1
7973,19 - 24,Pore Tightening & Oil Control Moist Serum,3.8,35,Whatsapp,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Light,Neutral,1
7992,30 - 34,Azarine C-White Perfect Radiance Night Moisturizer,4.7,204,Shopee,Night Cream,Moisturizer,Combination,1 week - 1 month,0,5,Light,Cool,1
7993,19 - 24,C White Lightening Serum,5.0,103,Instagram,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,0,5,Medium,Neutral,1
7998,19 - 24,C White Night Moisturizer,5.0,7,Instagram,Night Cream,Moisturizer,Combination,1 week - 1 month,0,5,Medium Light,Neutral,1
8003,35 - 39,Ultralight Hydraglow Day Cream,4.1,278,Instagram,Day Cream,Moisturizer,Combination,1 month - 3 months,1,5,Medium,Neutral,1
8004,19 - 24,Oil Free Brightening Daily Moisturizer,3.2,7645,Shopee,Lotion \\u0026 Emulsion,Moisturizer,Normal,Less than 1 week,1,2,Medium Light,Neutral,0
8005,19 - 24,C White Lightening Serum,4.1,1900,Instagram,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,1,4,Medium Light,Neutral,1
8006,19 - 24,C White Lightening Serum,3.0,1,Instagram,Serum \\u0026 Essence,Treatment,Dry,1 month - 3 months,1,5,Medium,Warm,1
8010,19 - 24,Anti Acne & Brightening Serum,5.0,6,Shopee,Acne Treatment,Treatment,Combination,Less than 1 week,1,5,Medium Light,Neutral,1
8011,19 - 24,Pore Tightening & Oil Control Moist Serum,3.6,301,Shopee,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,1,5,Medium Light,Neutral,1
8012,19 - 24,Azarine C-White Perfect Radiance Night Moisturizer,4.2,3333,Shopee,Night Cream,Moisturizer,Oily,1 week - 1 month,0,5,Medium Dark,Warm,1
8013,19 - 24,Ultralight Hydraglow Day Cream,4.5,2,Shopee,Day Cream,Moisturizer,Normal,1 week - 1 month,0,5,Medium Light,Neutral,1
8014,19 - 24,Ultralight Hydraglow Day Cream,5.0,6,Brand website,Day Cream,Moisturizer,Oily,Less than 1 week,1,5,Medium Light,Neutral,1
8016,19 - 24,C White Lightening Serum,4.6,275,Shopee,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,0,5,Medium,Warm,1
8018,18 and Under,C White Lightening Serum,4.9,1698,Brand website,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Medium Light,Neutral,1
8021,19 - 24,C White Lightening Serum,4.6,40,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,0,5,Medium Light,Warm,1
8038,25 - 29,Anti Acne & Brightening Serum,4.5,181,Shopee,Acne Treatment,Treatment,Oily,6 months - 1 year,1,4,Medium Light,Neutral,1
8085,19 - 24,C White Night Moisturizer,5.0,54,Shopee,Night Cream,Moisturizer,Oily,Less than 1 week,1,5,Light,Neutral,1
8087,19 - 24,C White Lightening Serum,4.6,757,Shopee,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Light,Neutral,1
8094,19 - 24,Anti Acne & Brightening Serum,5.0,1,Watson,Acne Treatment,Treatment,Combination,1 week - 1 month,0,5,Medium Light,Cool,1
8145,19 - 24,C White Night Moisturizer,4.0,432,Instagram,Night Cream,Moisturizer,Combination,Less than 1 week,1,5,Light,Cool,1
8147,19 - 24,C White Lightening Serum,4.9,2982,Brand website,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Light,Neutral,1
8153,19 - 24,Oil Free Brightening Daily Moisturizer,3.8,695,Whatsapp,Lotion \\u0026 Emulsion,Moisturizer,Combination,Less than 1 week,1,4,Light,Cool,1
8211,19 - 24,Ultralight Hydraglow Day Cream,4.8,3441,Instagram,Day Cream,Moisturizer,Combination,Less than 1 week,1,5,Light,Warm,1
8213,19 - 24,Ultralight Hydraglow Day Cream,4.3,140,Shopee,Day Cream,Moisturizer,Combination,1 week - 1 month,0,5,Medium Light,Warm,1
8219,19 - 24,C White Lightening Serum,4.3,20,Instagram,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium,Warm,1
8239,25 - 29,Ultralight Hydraglow Day Cream,5.0,64,Instagram,Day Cream,Moisturizer,Combination,More than 1 year,1,5,Medium Light,Warm,1
8242,19 - 24,C White Lightening Serum,5.0,55,Shopee,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,1,5,Medium,Warm,1
8245,18 and Under,Eyeluminate Firming Serum,4.4,30,Shopee,Eye Serum,Eye Treatment,Oily,3 months - 6 months,0,3,Medium,Neutral,1
8247,25 - 29,Azarine C-White Perfect Radiance Night Moisturizer,4.0,5164,Shopee,Night Cream,Moisturizer,Normal,Less than 1 week,1,5,Medium Dark,Cool,1
8251,25 - 29,Cooling Water Sleeping Mask,5.0,884,Shopee,Sleeping Mask,Mask,Combination,1 month - 3 months,0,5,Medium,Warm,1
8253,25 - 29,C White Lightening Serum,4.1,149,Instagram,Serum \\u0026 Essence,Treatment,Combination,More than 1 year,1,5,Light,Neutral,1
8255,25 - 29,Soothing & Hydrating Aloe Vera Gel,3.5,1945,Shopee,Skin Soothing Treatment,Treatment,Dry,1 month - 3 months,0,5,Medium,Warm,1
8257,19 - 24,Miraclear Herbal Peeling Serum,4.6,1208,Shopee,Peeling,Treatment,Combination,3 months - 6 months,0,4,Medium Dark,Neutral,1
8260,25 - 29,Cleansing Moist Micellar Water,3.9,849,Shopee,Face,Makeup Remover,Dry,3 months - 6 months,0,5,Medium,Warm,1
8273,25 - 29,Refreshing Essence Mist,3.4,817,Tokopedia,Setting Spray,Face,Combination,1 week - 1 month,0,4,Medium Light,Warm,1
8282,19 - 24,Acne Gentle Cleansing Foam,5.0,933,Shopee,Facial Wash,Cleanser,Combination,1 month - 3 months,0,5,Medium,Neutral,1
8284,18 and Under,Anti Acne & Brightening Serum,5.0,4,Shopee,Acne Treatment,Treatment,Oily,3 months - 6 months,0,5,Medium Light,Neutral,1
8288,18 and Under,Azarine C-White Perfect Radiance Night Moisturizer,4.8,3440,Beauty Studio,Night Cream,Moisturizer,Combination,1 week - 1 month,0,5,Medium Light,Warm,1
8289,25 - 29,Oil Free Brightening Daily Moisturizer,4.7,70,Shopee,Lotion \\u0026 Emulsion,Moisturizer,Dry,1 month - 3 months,0,5,Medium Light,Warm,1
8295,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,4.7,22,Shopee,Sun Protection,Moisturizer,Combination,1 month - 3 months,0,4,Medium Light,Neutral,1
8305,25 - 29,Eyeluminate Firming Serum,4.6,481,Shopee,Eye Serum,Eye Treatment,Normal,1 month - 3 months,0,4,Medium,Cool,0
8310,18 and Under,Pore Tightening & Oil Control Moist Serum,4.8,3439,Shopee,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,1,5,Medium Light,Warm,1
8315,25 - 29,Azarine C-White Perfect Radiance Night Moisturizer,4.0,1425,FD Try and Review,Night Cream,Moisturizer,Dry,1 week - 1 month,1,5,Medium Light,Warm,1
8323,25 - 29,C White Night Moisturizer,3.1,381,Shopee,Night Cream,Moisturizer,Dry,1 month - 3 months,0,5,Medium Light,Warm,1
8335,19 - 24,Anti Acne & Brightening Serum,3.8,105,Shopee,Acne Treatment,Treatment,Combination,1 month - 3 months,0,4,Medium,Warm,1
8344,25 - 29,Azarine C-White Perfect Radiance Night Moisturizer,5.0,54,FD Flash Sale,Night Cream,Moisturizer,Combination,1 month - 3 months,0,5,Medium Light,Neutral,1
8355,19 - 24,Magic Colour Lip Serum,4.6,137,Instagram,Lip Balm \\u0026 Treatments,Lips,Normal,Less than 1 week,1,5,Medium,Neutral,1
8356,18 and Under,Pore Tightening & Oil Control Moist Serum,5.0,51,Shopee,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,0,5,Medium Light,Neutral,1
8358,30 - 34,C White Lightening Serum,4.4,37,Shopee,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,0,5,Medium Light,Neutral,1
8363,19 - 24,C White Lightening Serum,4.5,322,Instagram,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium,Neutral,1
8374,19 - 24,C White Night Moisturizer,3.9,301,Instagram,Night Cream,Moisturizer,Combination,1 week - 1 month,1,5,Medium Light,Cool,1
8376,25 - 29,C White Lightening Serum,3.9,18,Instagram,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium,Warm,1
8381,19 - 24,C White Lightening Serum,4.7,68,FD Flash Sale,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium Light,Neutral,1
8382,19 - 24,Ultralight Hydraglow Day Cream,5.0,46,Instagram,Day Cream,Moisturizer,Normal,Less than 1 week,0,5,Medium Light,Neutral,1
8388,19 - 24,Ultralight Hydraglow Day Cream,3.3,7,Instagram,Day Cream,Moisturizer,Normal,1 week - 1 month,1,5,Light,Neutral,1
8389,25 - 29,Azarine C-White Perfect Radiance Night Moisturizer,4.7,67,FD Try and Review,Night Cream,Moisturizer,Combination,1 week - 1 month,0,5,Light,Neutral,1
8392,19 - 24,C White Lightening Serum,4.8,2060,FD Try and Review,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,0,5,Light,Neutral,1
8412,19 - 24,Anti Acne & Brightening Serum,4.5,66,Instagram,Acne Treatment,Treatment,Oily,Less than 1 week,1,5,Medium Light,Neutral,1
8413,25 - 29,Pore Tightening & Oil Control Moist Serum,5.0,45,Instagram,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,1,5,Medium Light,Neutral,1
8414,19 - 24,C White Lightening Serum,5.0,1125,Instagram,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,0,5,Medium Light,Neutral,1
8415,25 - 29,Anti Acne & Brightening Serum,5.0,50,Instagram,Acne Treatment,Treatment,Normal,1 week - 1 month,1,5,Light,Neutral,1
8418,19 - 24,Ultralight Hydraglow Day Cream,5.0,51,Brand website,Day Cream,Moisturizer,Combination,1 week - 1 month,0,5,Medium Light,Neutral,1
8428,19 - 24,C White Lightening Serum,4.0,163,Brand website,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,0,5,Medium,Warm,1
8431,19 - 24,Azarine C-White Perfect Radiance Night Moisturizer,5.0,50,Instagram,Night Cream,Moisturizer,Oily,Less than 1 week,1,5,Light,Neutral,1
8435,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,5.0,49,Shopee,Sun Protection,Moisturizer,Dry,1 month - 3 months,0,5,Medium Light,Neutral,1
8436,19 - 24,Anti Acne & Brightening Serum,4.4,92,Instagram,Acne Treatment,Treatment,Combination,1 week - 1 month,1,5,Medium Light,Neutral,1
8438,19 - 24,C White Lightening Serum,5.0,48,Instagram,Serum \\u0026 Essence,Treatment,Oily,1 month - 3 months,0,5,Medium,Neutral,1
8514,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,5.0,643,Brand website,Sun Protection,Moisturizer,Combination,1 week - 1 month,0,5,Medium,Neutral,1
8537,25 - 29,Hydrasoothe Sunscreen Gel SPF 45+++,4.5,88,Shopee,Sun Protection,Moisturizer,Combination,3 months - 6 months,0,4,Medium,Neutral,1
8538,25 - 29,Ultralight Hydraglow Day Cream,5.0,642,Instagram,Day Cream,Moisturizer,Oily,Less than 1 week,1,5,Medium,Neutral,1
8566,25 - 29,Hydrasoothe Sunscreen Gel SPF 45+++,4.8,3429,Shopee,Sun Protection,Moisturizer,Normal,More than 1 year,1,5,Light,Neutral,1
8567,25 - 29,Ultralight Hydraglow Day Cream,4.4,12325,FD Try and Review,Day Cream,Moisturizer,Combination,Less than 1 week,0,5,Medium Light,Warm,1
8577,19 - 24,C White Lightening Serum,4.2,79,FD Try and Review,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,1,5,Medium Light,Neutral,1
8584,25 - 29,Anti Acne & Brightening Serum,4.9,50,Shopee,Acne Treatment,Treatment,Combination,Less than 1 week,1,5,Medium Dark,Neutral,1
8587,35 - 39,Hydrasoothe Sunscreen Gel SPF 45+++,4.9,47,Instagram,Sun Protection,Moisturizer,Dry,1 week - 1 month,1,5,Medium Light,Neutral,1
8591,19 - 24,C White Night Moisturizer,4.6,41,Gift,Night Cream,Moisturizer,Oily,Less than 1 week,1,5,Medium Light,Neutral,1
8593,18 and Under,C White Lightening Serum,4.1,30,Gift,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,1,5,Medium Dark,Warm,1
8595,19 - 24,Hydrasoothe Sunscreen Gel SPF 45+++,3.5,128,Shopee,Sun Protection,Moisturizer,Oily,1 week - 1 month,1,3,Dark,Warm,0
8606,19 - 24,Black Head Remover Mask,4.3,4,Shopee,Nose Pack,Mask,Oily,1 week - 1 month,0,5,Medium,Warm,1
8612,25 - 29,Hydrasoothe Sunscreen Gel SPF 45+++,5.0,42,Beauty Studio,Sun Protection,Moisturizer,Oily,1 month - 3 months,0,5,Medium Light,Neutral,1
